#tax_id,GeneID,Symbol
9606,2055,CLN8
9606,10978,CLP1
9606,81570,CLPB
9606,8192,CLPP
9606,81037,CLPTM1L
9606,7401,CLRN1
9606,1213,CLTC
9606,8218,CLTCL1
9606,57393,CLTRN
9606,1191,CLU
9606,23059,CLUAP1
9606,80790,CMIP
9606,7555,CNBP
9606,84735,CNDP1
9606,1259,CNGA1
9606,1260,CNGA2
9606,1261,CNGA3
9606,1258,CNGB1
9606,54714,CNGB3
9606,10256,CNKSR1
9606,22866,CNKSR2
9606,26507,CNNM1
9606,54805,CNNM2
9606,26504,CNNM4
9606,1270,CNTF
9606,1271,CNTFR
9606,1272,CNTN1
9606,6900,CNTN2
9606,152330,CNTN4
9606,53942,CNTN5
9606,27255,CNTN6
9606,8506,CNTNAP1
9606,26047,CNTNAP2
9606,116840,CNTROB
9606,28958,COA3
9606,493753,COA5
9606,388753,COA6
9606,80347,COASY
9606,23242,COBL
9606,1690,COCH
9606,9382,COG1
9606,25839,COG4
9606,10466,COG5
9606,57511,COG6
9606,91949,COG7
9606,84342,COG8
9606,1300,COL10A1
9606,1301,COL11A1
9606,1302,COL11A2
9606,1303,COL12A1
9606,1305,COL13A1
9606,7373,COL14A1
9606,1308,COL17A1
9606,80781,COL18A1
9606,1277,COL1A1
9606,1278,COL1A2
9606,169044,COL22A1
9606,255631,COL24A1
9606,84570,COL25A1
9606,136227,COL26A1
9606,85301,COL27A1
9606,1280,COL2A1
9606,1281,COL3A1
9606,1282,COL4A1
9606,1284,COL4A2
9606,1285,COL4A3
9606,10087,COL4A3BP
9606,1286,COL4A4
9606,1287,COL4A5
9606,1288,COL4A6
9606,1289,COL5A1
9606,1290,COL5A2
9606,50509,COL5A3
9606,1291,COL6A1
9606,1292,COL6A2
9606,1293,COL6A3
9606,256076,COL6A5
9606,131873,COL6A6
9606,1294,COL7A1
9606,1296,COL8A2
9606,1297,COL9A1
9606,1298,COL9A2
9606,1299,COL9A3
9606,399948,COLCA1
9606,78989,COLEC11
9606,81035,COLEC12
9606,8292,COLQ
9606,1311,COMP
9606,1312,COMT
9606,1314,COPA
9606,10980,COPS6
9606,50813,COPS7A
9606,27235,COQ2
9606,51117,COQ4
9606,51004,COQ6
9606,10229,COQ7
9606,56997,COQ8A
9606,79934,COQ8B
9606,57017,COQ9
9606,10699,CORIN
9606,11151,CORO1A
9606,84940,CORO6
9606,79585,CORO7
9606,1352,COX10
9606,84987,COX14
9606,1355,COX15
9606,116228,COX20
9606,1327,COX4I1
9606,84701,COX4I2
9606,1337,COX6A1
9606,1340,COX6B1
9606,1349,COX7B
9606,1351,COX8A
9606,1356,CP
9606,1357,CPA1
9606,51200,CPA4
9606,57094,CPA6
9606,27151,CPAMD8
9606,65250,CPLANE1
9606,1369,CPN1
9606,130749,CPO
9606,1371,CPOX
9606,1373,CPS1
9606,79869,CPSF7
9606,1374,CPT1A
9606,1375,CPT1B
9606,126129,CPT1C
9606,1376,CPT2
9606,53336,CPXCR1
9606,119587,CPXM2
9606,1378,CR1
9606,1380,CR2
9606,8738,CRADD
9606,23418,CRB1
9606,286204,CRB2
9606,92359,CRB3
9606,51185,CRBN
9606,1385,CREB1
9606,10488,CREB3
9606,90993,CREB3L1
9606,1387,CREBBP
9606,78987,CRELD1
9606,1390,CREM
9606,1392,CRH
9606,1394,CRHR1
9606,1395,CRHR2
9606,9419,CRIPT
9606,1398,CRK
9606,1399,CRKL
9606,9244,CRLF1
9606,64109,CRLF2
9606,51379,CRLF3
9606,1401,CRP
9606,55118,CRTAC1
9606,10491,CRTAP
9606,64784,CRTC3
9606,1406,CRX
9606,1409,CRYAA
9606,1410,CRYAB
9606,1411,CRYBA1
9606,1412,CRYBA2
9606,1413,CRYBA4
9606,1414,CRYBB1
9606,1415,CRYBB2
9606,1417,CRYBB3
9606,1418,CRYGA
9606,1419,CRYGB
9606,1420,CRYGC
9606,1421,CRYGD
9606,1427,CRYGS
9606,1428,CRYM
9606,1429,CRYZ
9606,51380,CSAD
9606,158511,CSAG1
9606,1435,CSF1
9606,1436,CSF1R
9606,1437,CSF2
9606,1438,CSF2RA
9606,1439,CSF2RB
9606,1441,CSF3R
9606,1442,CSH1
9606,114784,CSMD2
9606,1453,CSNK1D
9606,1454,CSNK1E
9606,53944,CSNK1G1
9606,1457,CSNK2A1
9606,10675,CSPG5
9606,79848,CSPP1
9606,64651,CSRNP1
9606,8048,CSRP3
9606,1471,CST3
9606,1475,CSTA
9606,1476,CSTB
9606,1478,CSTF2
9606,728911,CT45A2
9606,441521,CT45A5
9606,728096,CT47A1
9606,255313,CT47A11
9606,728090,CT47A2
9606,728082,CT47A3
9606,728075,CT47A4
9606,728062,CT47A6
9606,653282,CT47A7
9606,728049,CT47A8
9606,728042,CT47A9
9606,30848,CTAG2
9606,1487,CTBP1
9606,80169,CTC1
9606,10664,CTCF
9606,9150,CTDP1
9606,58190,CTDSP1
9606,1489,CTF1
9606,1491,CTH
9606,115908,CTHRC1
9606,1493,CTLA4
9606,1495,CTNNA1
9606,29119,CTNNA3
9606,1499,CTNNB1
9606,56998,CTNNBIP1
9606,1500,CTNND1
9606,1501,CTNND2
9606,1497,CTNS
9606,1503,CTPS1
9606,56474,CTPS2
9606,9646,CTR9
9606,1504,CTRB1
9606,11330,CTRC
9606,1506,CTRL
9606,5476,CTSA
9606,1508,CTSB
9606,1075,CTSC
9606,1509,CTSD
9606,1510,CTSE
9606,8722,CTSF
9606,1512,CTSH
9606,1513,CTSK
9606,1522,CTSZ
9606,2017,CTTN
9606,83992,CTTNBP2
9606,8029,CUBN
9606,8452,CUL3
9606,8450,CUL4B
9606,9820,CUL7
9606,1523,CUX1
9606,23316,CUX2
9606,55280,CWF19L1
9606,1524,CX3CR1
9606,1525,CXADR
9606,6387,CXCL12
9606,3576,CXCL8
9606,3577,CXCR1
9606,3579,CXCR2
9606,2833,CXCR3
9606,7852,CXCR4
9606,392459,CXXC1P1
9606,80231,CXorf21
9606,159013,CXorf38
9606,63932,CXorf56
9606,254158,CXorf58
9606,158830,CXorf65
9606,347487,CXorf66
9606,1528,CYB5A
9606,1727,CYB5R3
9606,1535,CYBA
9606,1536,CYBB
9606,1537,CYC1
9606,54205,CYCS
9606,23191,CYFIP1
9606,1540,CYLD
9606,1583,CYP11A1
9606,1584,CYP11B1
9606,1585,CYP11B2
9606,1586,CYP17A1
9606,1588,CYP19A1
9606,1543,CYP1A1
9606,1544,CYP1A2
9606,1545,CYP1B1
9606,57404,CYP20A1
9606,1589,CYP21A2
9606,1591,CYP24A1
9606,1592,CYP26A1
9606,56603,CYP26B1
9606,340665,CYP26C1
9606,1593,CYP27A1
9606,1594,CYP27B1
9606,339761,CYP27C1
9606,1553,CYP2A13
9606,1548,CYP2A6
9606,1549,CYP2A7
9606,1555,CYP2B6
9606,1562,CYP2C18
9606,1557,CYP2C19
9606,1558,CYP2C8
9606,1559,CYP2C9
9606,1565,CYP2D6
9606,1571,CYP2E1
9606,1572,CYP2F1
9606,1573,CYP2J2
9606,120227,CYP2R1
9606,29785,CYP2S1
9606,113612,CYP2U1
9606,54905,CYP2W1
9606,51302,CYP39A1
9606,1576,CYP3A4
9606,64816,CYP3A43
9606,1577,CYP3A5
9606,1551,CYP3A7
9606,10858,CYP46A1
9606,1579,CYP4A11
9606,284541,CYP4A22
9606,1580,CYP4B1
9606,57834,CYP4F11
9606,66002,CYP4F12
9606,8529,CYP4F2
9606,126410,CYP4F22
9606,4051,CYP4F3
9606,11283,CYP4F8
9606,285440,CYP4V2
9606,260293,CYP4X1
9606,199974,CYP4Z1
9606,1595,CYP51A1
9606,1581,CYP7A1
9606,9420,CYP7B1
9606,1582,CYP8B1
9606,10800,CYSLTR1
9606,57105,CYSLTR2
9606,9265,CYTH3
9606,728294,D2HGDH
9606,23002,DAAM1
9606,1600,DAB1
9606,1601,DAB2
9606,1602,DACH1
9606,117154,DACH2
9606,51339,DACT1
9606,1605,DAG1
9606,55152,DALRD3
9606,1610,DAO
9606,267012,DAOA
9606,1611,DAP
9606,1612,DAPK1
9606,1615,DARS
9606,55157,DARS2
9606,1617,DAZ1
9606,57055,DAZ2
9606,57054,DAZ3
9606,26528,DAZAP1
9606,1618,DAZL
9606,1621,DBH
9606,1629,DBT
9606,139170,DCAF12L1
9606,340578,DCAF12L2
9606,80067,DCAF17
9606,26094,DCAF4
9606,55827,DCAF6
9606,10238,DCAF7
9606,50717,DCAF8
9606,139425,DCAF8L1
9606,1630,DCC
9606,51473,DCDC2
9606,8642,DCHS1
9606,54798,DCHS2
9606,1633,DCK
9606,64858,DCLRE1B
9606,64421,DCLRE1C
9606,1634,DCN
9606,167227,DCP2
9606,28960,DCPS
9606,149095,DCST1
9606,1639,DCTN1
9606,10540,DCTN2
9606,1641,DCX
9606,51181,DCXR
9606,1642,DDB1
9606,1643,DDB2
9606,1644,DDC
9606,80821,DDHD1
9606,23259,DDHD2
9606,1649,DDIT3
9606,1650,DDOST
9606,780,DDR1
9606,4921,DDR2
9606,1662,DDX10
9606,1663,DDX11
9606,10521,DDX17
9606,10212,DDX39A
9606,1654,DDX3X
9606,8653,DDX3Y
9606,51428,DDX41
9606,79009,DDX50
9606,168400,DDX53
9606,23586,DDX58
9606,83479,DDX59
9606,55601,DDX60
9606,91351,DDX60L
9606,10522,DEAF1
9606,50514,DEC1
9606,1666,DECR1
9606,140596,DEFB104A
9606,1673,DEFB4A
9606,7913,DEK
9606,79958,DENND1C
9606,23258,DENND5A
9606,9681,DEPDC5
9606,1674,DES
9606,1676,DFFA
9606,8694,DGAT1
9606,84649,DGAT2
9606,347516,DGAT2L6
9606,9993,DGCR2
9606,8214,DGCR6
9606,85359,DGCR6L
9606,54487,DGCR8
9606,1607,DGKB
9606,8527,DGKD
9606,8526,DGKE
9606,160851,DGKH
9606,139189,DGKK
9606,8525,DGKZ
9606,1716,DGUOK
9606,1718,DHCR24
9606,1717,DHCR7
9606,79947,DHDDS
9606,27294,DHDH
9606,1719,DHFR
9606,50846,DHH
9606,1723,DHODH
9606,317749,DHRS4L2
9606,55526,DHTKD1
9606,54505,DHX29
9606,9785,DHX38
9606,1660,DHX9
9606,56616,DIABLO
9606,1729,DIAPH1
9606,1730,DIAPH2
9606,81624,DIAPH3
9606,23405,DICER1
9606,11083,DIDO1
9606,1733,DIO1
9606,23181,DIP2A
9606,57609,DIP2B
9606,388650,DIPK1A
9606,79742,DIPK2B
9606,9077,DIRAS3
9606,116093,DIRC1
9606,115752,DIS3L
9606,129563,DIS3L2
9606,27185,DISC1
9606,84976,DISP1
9606,85458,DIXDC1
9606,1736,DKC1
9606,1737,DLAT
9606,10395,DLC1
9606,1738,DLD
9606,9940,DLEC1
9606,1739,DLG1
9606,1740,DLG2
9606,1741,DLG3
9606,1742,DLG4
9606,9231,DLG5
9606,9228,DLGAP2
9606,8788,DLK1
9606,28514,DLL1
9606,10683,DLL3
9606,54567,DLL4
9606,1743,DLST
9606,1745,DLX1
9606,1746,DLX2
9606,1747,DLX3
9606,1748,DLX4
9606,1749,DLX5
9606,1755,DMBT1
9606,127343,DMBX1
9606,11144,DMC1
9606,1756,DMD
9606,29958,DMGDH
9606,1758,DMP1
9606,1760,DMPK
9606,1761,DMRT1
9606,10655,DMRT2
9606,9988,DMTF1
9606,23312,DMXL2
9606,1763,DNA2
9606,123872,DNAAF1
9606,55172,DNAAF2
9606,352909,DNAAF3
9606,161582,DNAAF4
9606,54919,DNAAF5
9606,25981,DNAH1
9606,8701,DNAH11
9606,127602,DNAH14
9606,55567,DNAH3
9606,1767,DNAH5
9606,1768,DNAH6
9606,1769,DNAH8
9606,1770,DNAH9
9606,27019,DNAI1
9606,64446,DNAI2
9606,9093,DNAJA3
9606,51726,DNAJB11
9606,374407,DNAJB13
9606,3300,DNAJB2
9606,25822,DNAJB5
9606,10049,DNAJB6
9606,23317,DNAJC13
9606,131118,DNAJC19
9606,134218,DNAJC21
9606,54943,DNAJC28
9606,5611,DNAJC3
9606,80331,DNAJC5
9606,85479,DNAJC5B
9606,9829,DNAJC6
9606,83544,DNAL1
9606,10126,DNAL4
9606,1773,DNASE1
9606,1774,DNASE1L1
9606,1776,DNASE1L3
9606,1759,DNM1
9606,10059,DNM1L
9606,1785,DNM2
9606,1786,DNMT1
9606,1788,DNMT3A
9606,1789,DNMT3B
9606,8447,DOC2B
9606,1793,DOCK1
9606,55619,DOCK10
9606,1794,DOCK2
9606,1795,DOCK3
9606,9732,DOCK4
9606,80005,DOCK5
9606,57572,DOCK6
9606,85440,DOCK7
9606,81704,DOCK8
9606,1796,DOK1
9606,285489,DOK7
9606,22845,DOLK
9606,84444,DOT1L
9606,1798,DPAGT1
9606,25911,DPCD
9606,1801,DPH1
9606,92715,DPH7
9606,8813,DPM1
9606,8818,DPM2
9606,54344,DPM3
9606,10072,DPP3
9606,1804,DPP6
9606,55211,DPPA4
9606,283417,DPY19L2
9606,1806,DPYD
9606,1807,DPYS
9606,1808,DPYSL2
9606,128338,DRAM2
9606,92749,DRC1
9606,1812,DRD1
9606,1813,DRD2
9606,1814,DRD3
9606,1815,DRD4
9606,1816,DRD5
9606,29102,DROSHA
9606,1821,DRP2
9606,1823,DSC1
9606,1824,DSC2
9606,1825,DSC3
9606,57453,DSCAML1
9606,29940,DSE
9606,1828,DSG1
9606,1829,DSG2
9606,147409,DSG4
9606,1832,DSP
9606,1834,DSPP
9606,667,DST
9606,25778,DSTYK
9606,401124,DTHD1
9606,1837,DTNA
9606,84062,DTNBP1
9606,50506,DUOX2
9606,90527,DUOXA1
9606,405753,DUOXA2
9606,51207,DUSP13
9606,80824,DUSP16
9606,63904,DUSP21
9606,1848,DUSP6
9606,1854,DUT
9606,100288687,DUX4
9606,1855,DVL1
9606,1856,DVL2
9606,1857,DVL3
9606,54808,DYM
9606,1778,DYNC1H1
9606,51143,DYNC1LI1
9606,79659,DYNC2H1
9606,51626,DYNC2LI1
9606,6990,DYNLT3
9606,1859,DYRK1A
9606,9149,DYRK1B
9606,8291,DYSF
9606,1869,E2F1
9606,1871,E2F3
9606,124454,EARS2
9606,64641,EBF2
9606,253738,EBF3
9606,10682,EBP
9606,1889,ECE1
9606,9427,ECEL1
9606,1892,ECHS1
9606,1632,ECI1
9606,1893,ECM1
9606,1896,EDA
9606,60401,EDA2R
9606,10913,EDAR
9606,128178,EDARADD
9606,80153,EDC3
9606,8721,EDF1
9606,1906,EDN1
9606,1908,EDN3
9606,1909,EDNRA
9606,1910,EDNRB
9606,8726,EED
9606,1917,EEF1A2
9606,1938,EEF2
9606,84288,EFCAB2
9606,64800,EFCAB6
9606,2202,EFEMP1
9606,30008,EFEMP2
9606,114327,EFHC1
9606,80258,EFHC2
9606,80303,EFHD1
9606,1945,EFNA4
9606,1947,EFNB1
9606,23167,EFR3A
9606,9343,EFTUD2
9606,1950,EGF
9606,25975,EGFL6
9606,1956,EGFR
9606,54583,EGLN1
9606,1958,EGR1
9606,1959,EGR2
9606,23301,EHBP1
9606,26298,EHF
9606,1962,EHHADH
9606,79813,EHMT1
9606,9538,EI24
9606,5610,EIF2AK2
9606,9451,EIF2AK3
9606,440275,EIF2AK4
9606,1967,EIF2B1
9606,8892,EIF2B2
9606,8891,EIF2B3
9606,8890,EIF2B4
9606,8893,EIF2B5
9606,1968,EIF2S3
9606,8666,EIF3G
9606,9775,EIF4A3
9606,1977,EIF4E
9606,1981,EIF4G1
9606,8672,EIF4G3
9606,7458,EIF4H
9606,3692,EIF6
9606,60528,ELAC2
9606,1991,ELANE
9606,1993,ELAVL2
9606,2000,ELF4
9606,2001,ELF5
9606,2002,ELK1
9606,2005,ELK4
9606,63916,ELMO2
9606,255520,ELMOD2
9606,84173,ELMOD3
9606,2006,ELN
9606,51224,ELOA2
9606,162699,ELOA3
9606,6785,ELOVL4
9606,60481,ELOVL5
9606,8518,ELP1
9606,55250,ELP2
9606,26610,ELP4
9606,23065,EMC1
9606,51234,EMC4
9606,2010,EMD
9606,146956,EME1
9606,10436,EMG1
9606,11117,EMILIN1
9606,2009,EML1
9606,2013,EMP2
9606,2018,EMX2
9606,2019,EN1
9606,2020,EN2
9606,55740,ENAH
9606,10117,ENAM
9606,2021,ENDOG
9606,2022,ENG
9606,2023,ENO1
9606,2027,ENO3
9606,55068,ENOX1
9606,10495,ENOX2
9606,5167,ENPP1
9606,5168,ENPP2
9606,5169,ENPP3
9606,59084,ENPP5
9606,339221,ENPP7
9606,2029,ENSA
9606,953,ENTPD1
9606,954,ENTPD2
9606,956,ENTPD3
9606,9583,ENTPD4
9606,57089,ENTPD7
9606,285203,EOGT
9606,8320,EOMES
9606,2033,EP300
9606,2034,EPAS1
9606,2035,EPB41
9606,2036,EPB41L1
9606,64097,EPB41L4A
9606,2038,EPB42
9606,4072,EPCAM
9606,57724,EPG5
9606,1969,EPHA2
9606,2042,EPHA3
9606,2045,EPHA7
9606,2048,EPHB2
9606,2050,EPHB4
9606,2052,EPHX1
9606,2053,EPHX2
9606,7957,EPM2A
9606,9852,EPM2AIP1
9606,2056,EPO
9606,2057,EPOR
9606,83481,EPPK1
9606,2059,EPS8
9606,64787,EPS8L2
9606,94240,EPSTI1
9606,8288,EPX
9606,51752,ERAP1
9606,64167,ERAP2
9606,2064,ERBB2
9606,2065,ERBB3
9606,2066,ERBB4
9606,55914,ERBIN
9606,2067,ERCC1
9606,2068,ERCC2
9606,2071,ERCC3
9606,2072,ERCC4
9606,2073,ERCC5
9606,2074,ERCC6
9606,54821,ERCC6L
9606,375748,ERCC6L2
9606,1161,ERCC8
9606,2077,ERF
9606,2078,ERG
9606,27248,ERLEC1
9606,10613,ERLIN1
9606,11160,ERLIN2
9606,114625,ERMAP
9606,55780,ERMARD
9606,157570,ESCO2
9606,83715,ESPN
9606,2099,ESR1
9606,2100,ESR2
9606,2103,ESRRB
9606,2104,ESRRG
9606,8220,ESS2
9606,80712,ESX1
9606,2108,ETFA
9606,2109,ETFB
9606,2110,ETFDH
9606,23474,ETHE1
9606,2113,ETS1
9606,2115,ETV1
9606,2120,ETV6
9606,51513,ETV7
9606,2121,EVC
9606,132884,EVC2
9606,2125,EVPL
9606,344191,EVX2
9606,2130,EWSR1
9606,9156,EXO1
9606,55770,EXOC2
9606,90332,EXOC3L2
9606,60412,EXOC4
9606,23233,EXOC6B
9606,23265,EXOC7
9606,149371,EXOC8
9606,51010,EXOSC3
9606,11340,EXOSC8
9606,5393,EXOSC9
9606,23086,EXPH5
9606,2131,EXT1
9606,2132,EXT2
9606,2138,EYA1
9606,2139,EYA2
9606,2070,EYA4
9606,346007,EYS
9606,2146,EZH2
9606,7430,EZR
9606,2159,F10
9606,2160,F11
9606,2161,F12
9606,2162,F13A1
9606,2165,F13B
9606,2147,F2
9606,2149,F2R
9606,9002,F2RL3
9606,2152,F3
9606,2153,F5
9606,2155,F7
9606,2157,F8
9606,2158,F9
9606,79152,FA2H
9606,2166,FAAH
9606,158584,FAAH2
9606,2169,FABP2
9606,2170,FABP3
9606,2171,FABP5
9606,2172,FABP6
9606,2173,FABP7
9606,8772,FADD
9606,2184,FAH
9606,55179,FAIM
9606,63901,FAM111A
9606,374393,FAM111B
9606,92689,FAM114A1
9606,79607,FAM118B
9606,158293,FAM120AOS
9606,54954,FAM120C
9606,159090,FAM122B
9606,159091,FAM122C
9606,84668,FAM126A
9606,116496,FAM129A
9606,286499,FAM133A
9606,57579,FAM135A
9606,84908,FAM136A
9606,220965,FAM13C
9606,27112,FAM155B
9606,84067,FAM160A2
9606,84140,FAM161A
9606,283635,FAM177A1
9606,9413,FAM189A2
9606,259308,FAM205A
9606,54906,FAM208B
9606,54757,FAM20A
9606,56975,FAM20C
9606,203259,FAM219A
9606,60343,FAM3A
9606,55855,FAM45BP
9606,158724,FAM47A
9606,170062,FAM47B
9606,442444,FAM47C
9606,9130,FAM50A
9606,26240,FAM50B
9606,51307,FAM53C
9606,149647,FAM71A
9606,346653,FAM71F2
9606,128876,FAM83C
9606,286077,FAM83H
9606,147965,FAM98C
9606,171482,FAM9A
9606,171484,FAM9C
9606,22909,FAN1
9606,2175,FANCA
9606,2187,FANCB
9606,2176,FANCC
9606,2177,FANCD2
9606,115795,FANCD2OS
9606,2178,FANCE
9606,2188,FANCF
9606,2189,FANCG
9606,55215,FANCI
9606,55120,FANCL
9606,57697,FANCM
9606,2191,FAP
9606,84188,FAR1
9606,10667,FARS2
9606,355,FAS
9606,356,FASLG
9606,22868,FASTKD2
9606,79072,FASTKD3
9606,2195,FAT1
9606,2196,FAT2
9606,120114,FAT3
9606,79633,FAT4
9606,89885,FATE1
9606,84553,FAXC
9606,84893,FBH1
9606,2192,FBLN1
9606,10516,FBLN5
9606,2200,FBN1
9606,2201,FBN2
9606,2203,FBP1
9606,283807,FBXL22
9606,26235,FBXL4
9606,26234,FBXL5
9606,80204,FBXO11
9606,115290,FBXO17
9606,79791,FBXO31
9606,254170,FBXO33
9606,81545,FBXO38
9606,150726,FBXO41
9606,25793,FBXO7
9606,23291,FBXW11
9606,6468,FBXW4
9606,55294,FBXW7
9606,2207,FCER1G
9606,2208,FCER2
9606,2209,FCGR1A
9606,2210,FCGR1B
9606,2212,FCGR2A
9606,2213,FCGR2B
9606,9103,FCGR2C
9606,2214,FCGR3A
9606,2215,FCGR3B
9606,2219,FCN1
9606,2220,FCN2
9606,8547,FCN3
9606,115352,FCRL3
9606,83416,FCRL5
9606,2224,FDPS
9606,112812,FDX2
9606,91893,FDXACB1
9606,2235,FECH
9606,2241,FER
9606,55612,FERMT1
9606,83706,FERMT3
9606,2242,FES
9606,54738,FEV
9606,389549,FEZF1
9606,338557,FFAR4
9606,2243,FGA
9606,2244,FGB
9606,2245,FGD1
9606,221472,FGD2
9606,121512,FGD4
9606,2255,FGF10
9606,2257,FGF12
9606,2259,FGF14
9606,8823,FGF16
9606,8822,FGF17
9606,8817,FGF18
9606,2247,FGF2
9606,26281,FGF20
9606,26291,FGF21
9606,8074,FGF23
9606,2248,FGF3
9606,2250,FGF5
9606,2252,FGF7
9606,2253,FGF8
9606,2254,FGF9
9606,2260,FGFR1
9606,2263,FGFR2
9606,2261,FGFR3
9606,2264,FGFR4
9606,2266,FGG
9606,55277,FGGY
9606,2271,FH
9606,2272,FHIT
9606,2273,FHL1
9606,2274,FHL2
9606,29109,FHOD1
9606,80206,FHOD3
9606,9158,FIBP
9606,9896,FIG4
9606,344018,FIGLA
9606,63979,FIGNL1
9606,27145,FILIP1
9606,81608,FIP1L1
9606,84922,FIZ1
9606,60681,FKBP10
9606,55033,FKBP14
9606,2289,FKBP5
9606,8468,FKBP6
9606,79147,FKRP
9606,2218,FKTN
9606,80308,FLAD1
9606,201163,FLCN
9606,2312,FLG
9606,2313,FLI1
9606,2314,FLII
9606,2316,FLNA
9606,2317,FLNB
9606,2318,FLNC
9606,23767,FLRT3
9606,2321,FLT1
9606,2322,FLT3
9606,2324,FLT4
9606,28982,FLVCR1
9606,55640,FLVCR2
9606,342184,FMN1
9606,56776,FMN2
9606,2328,FMO3
9606,2332,FMR1
9606,158521,FMR1NB
9606,2335,FN1
9606,23048,FNBP1
9606,23360,FNBP4
9606,54752,FNDC8
9606,2346,FOLH1
9606,2348,FOLR1
9606,2352,FOLR3
9606,2353,FOS
9606,2354,FOSB
9606,3169,FOXA1
9606,2296,FOXC1
9606,2303,FOXC2
9606,27022,FOXD3
9606,2298,FOXD4
9606,2304,FOXE1
9606,2301,FOXE3
9606,2294,FOXF1
9606,2295,FOXF2
9606,2290,FOXG1
9606,8928,FOXH1
9606,2299,FOXI1
9606,2302,FOXJ1
9606,2300,FOXL1
9606,668,FOXL2
9606,401089,FOXL2NB
9606,2305,FOXM1
9606,8456,FOXN1
9606,2308,FOXO1
9606,4303,FOXO4
9606,27086,FOXP1
9606,93986,FOXP2
9606,50943,FOXP3
9606,139628,FOXR2
9606,55572,FOXRED1
9606,2356,FPGS
9606,2357,FPR1
9606,118924,FRA10AC1
9606,80144,FRAS1
9606,158326,FREM1
9606,341640,FREM2
9606,166752,FREM3
9606,2483,FRG1
9606,55691,FRMD4A
9606,23150,FRMD4B
9606,90167,FRMD7
9606,9758,FRMPD4
9606,23732,FRRS1L
9606,2487,FRZB
9606,6624,FSCN1
9606,25794,FSCN2
9606,2488,FSHB
9606,2492,FSHR
9606,401024,FSIP2
9606,10468,FST
9606,10841,FTCD
9606,2495,FTH1
9606,53940,FTHL17
9606,2512,FTL
9606,79068,FTO
9606,24140,FTSJ1
9606,8880,FUBP1
9606,2517,FUCA1
9606,2519,FUCA2
9606,139341,FUNDC1
9606,2521,FUS
9606,2523,FUT1
9606,2524,FUT2
9606,2525,FUT3
9606,2528,FUT6
9606,2529,FUT7
9606,80199,FUZ
9606,2395,FXN
9606,9513,FXR2
9606,486,FXYD2
9606,53827,FXYD5
9606,53826,FXYD6
9606,2533,FYB1
9606,79443,FYCO1
9606,7976,FZD3
9606,8322,FZD4
9606,7855,FZD5
9606,8323,FZD6
9606,8325,FZD8
9606,8326,FZD9
9606,2538,G6PC
9606,57818,G6PC2
9606,92579,G6PC3
9606,2539,G6PD
9606,2548,GAA
9606,9846,GAB2
9606,139716,GAB3
9606,2550,GABBR1
9606,9568,GABBR2
9606,2553,GABPB1
9606,2554,GABRA1
9606,2555,GABRA2
9606,2556,GABRA3
9606,2557,GABRA4
9606,2558,GABRA5
9606,2560,GABRB1
9606,2561,GABRB2
9606,2562,GABRB3
9606,2563,GABRD
9606,2564,GABRE
9606,2565,GABRG1
9606,2566,GABRG2
9606,2567,GABRG3
9606,2568,GABRP
9606,55879,GABRQ
9606,2570,GABRR2
9606,2571,GAD1
9606,51083,GAL
9606,64090,GAL3ST2
9606,2581,GALC
9606,2582,GALE
9606,2584,GALK1
9606,2588,GALNS
9606,79695,GALNT12
9606,79623,GALNT14
9606,2590,GALNT2
9606,2591,GALNT3
9606,8693,GALNT4
9606,85569,GALP
9606,2587,GALR1
9606,2592,GALT
9606,2593,GAMT
9606,8139,GAN
9606,23193,GANAB
9606,2597,GAPDH
9606,26330,GAPDHS
9606,64762,GAREM1
9606,2617,GARS
9606,2618,GART
9606,2619,GAS1
9606,10634,GAS2L1
9606,246176,GAS2L2
9606,2621,GAS6
9606,8522,GAS7
9606,2622,GAS8
9606,750,GAS8-AS1
9606,2623,GATA1
9606,2624,GATA2
9606,2625,GATA3
9606,2626,GATA4
9606,140628,GATA5
9606,2627,GATA6
9606,57798,GATAD1
9606,57459,GATAD2B
9606,8209,GATD3A
9606,2628,GATM
9606,2629,GBA
9606,57704,GBA2
9606,2632,GBE1
9606,26301,GBGT1
9606,2634,GBP2
9606,115362,GBP5
9606,2638,GC
9606,2639,GCDH
9606,2642,GCGR
9606,2643,GCH1
9606,2645,GCK
9606,2646,GCKR
9606,2729,GCLC
9606,2730,GCLM
9606,9247,GCM2
9606,2651,GCNT2
9606,2653,GCSH
9606,9615,GDA
9606,54332,GDAP1
9606,2657,GDF1
9606,2662,GDF10
9606,2658,GDF2
9606,9573,GDF3
9606,8200,GDF5
9606,392255,GDF6
9606,2661,GDF9
9606,2664,GDI1
9606,2668,GDNF
9606,54857,GDPD2
9606,8487,GEMIN2
9606,50628,GEMIN4
9606,25929,GEMIN5
9606,54960,GEMIN8
9606,348654,GEN1
9606,2670,GFAP
9606,2671,GFER
9606,2672,GFI1
9606,8328,GFI1B
9606,85476,GFM1
9606,84340,GFM2
9606,2673,GFPT1
9606,2674,GFRA1
9606,2675,GFRA2
9606,2676,GFRA3
9606,2677,GGCX
9606,8836,GGH
9606,2678,GGT1
9606,2688,GH1
9606,2690,GHR
9606,2692,GHRHR
9606,51738,GHRL
9606,100126793,GHRLOS
9606,2693,GHSR
9606,64599,GIGYF1
9606,26058,GIGYF2
9606,126326,GIPC3
9606,9815,GIT2
